protein,fold_change,pval,n healthy,n sick,p_adj
P2334,-0.006124258,6.75E-01,1006,48603,8.45E-01
P2335,0.005483034,6.75E-01,1006,48603,8.45E-01
P2336,0.01156655,6.76E-01,1006,48603,8.46E-01
P2337,-0.007332935,6.76E-01,1006,48603,8.46E-01
P2338,0.007809446,6.77E-01,1006,48603,8.46E-01
P2339,0.00268738,6.77E-01,1006,48603,8.46E-01
P2340,0.00389744,6.79E-01,1006,48603,8.47E-01
P2341,-0.003826968,6.78E-01,1006,48603,8.47E-01
P2342,-0.003243994,6.78E-01,1006,48603,8.47E-01
P2343,0.009275959,6.79E-01,1006,48603,8.47E-01
P2344,-0.00806395,6.81E-01,1006,48603,8.49E-01
P2345,-0.006117305,6.82E-01,1006,48603,8.50E-01
P2346,0.005974516,6.82E-01,1006,48603,8.50E-01
P2347,0.015934146,6.82E-01,1006,48603,8.50E-01
P2348,-0.008312711,6.82E-01,1006,48603,8.50E-01
P2349,0.004226551,6.83E-01,1006,48603,8.50E-01
P2350,-0.012284104,6.83E-01,1006,48603,8.50E-01
P2351,-0.008562503,6.84E-01,1006,48603,8.50E-01
P2352,0.011450443,6.84E-01,1006,48603,8.50E-01
P2353,-0.004628529,6.85E-01,1006,48603,8.51E-01
P2354,0.014640662,6.86E-01,1006,48603,8.52E-01
P2355,0.010060181,6.86E-01,1006,48603,8.52E-01
P2356,0.014087449,6.87E-01,1006,48603,8.52E-01
P2357,0.008448865,6.89E-01,1006,48603,8.53E-01
P2358,0.00956486,6.89E-01,1006,48603,8.53E-01
P2359,0.017087777,6.89E-01,1006,48603,8.53E-01
P2360,0.015298646,6.89E-01,1006,48603,8.53E-01
P2361,0.008783694,6.91E-01,1006,48603,8.55E-01
P2362,0.006691734,6.90E-01,1006,48603,8.55E-01
P2363,-0.006448361,6.91E-01,1006,48603,8.55E-01
P2364,-0.013433391,6.92E-01,1006,48603,8.55E-01
P2365,-0.006688917,6.93E-01,1006,48603,8.55E-01
P2366,0.004984695,6.93E-01,1006,48603,8.55E-01
P2367,-0.007769965,6.93E-01,1006,48603,8.55E-01
P2368,0.009396445,6.93E-01,1006,48603,8.55E-01
P2369,-0.00951747,6.93E-01,1006,48603,8.55E-01
P2370,-0.003886266,6.94E-01,1006,48603,8.55E-01
P2371,-0.00768321,6.94E-01,1006,48603,8.55E-01
P2372,0.005609901,6.94E-01,1006,48603,8.55E-01
P2373,0.002156148,6.95E-01,1006,48603,8.55E-01
P2374,-0.006694884,6.95E-01,1006,48603,8.56E-01
P2375,0.01017931,6.95E-01,1006,48603,8.56E-01
P2376,0.011948802,6.96E-01,1006,48603,8.56E-01
P2377,0.008533915,6.97E-01,1006,48603,8.57E-01
P2378,0.003241744,6.97E-01,1006,48603,8.57E-01
P2379,-0.007858489,6.97E-01,1006,48603,8.57E-01
P2380,-0.017843659,6.99E-01,1006,48603,8.59E-01
P2381,0.002952856,7.00E-01,1006,48603,8.59E-01
P2382,0.008751712,7.01E-01,1006,48603,8.60E-01
P2383,0.006774061,7.01E-01,1006,48603,8.60E-01
P2384,0.009233922,7.02E-01,1006,48603,8.61E-01
P2385,-0.004487398,7.03E-01,1006,48603,8.61E-01
P2386,0.009595365,7.03E-01,1006,48603,8.61E-01
P2387,-0.017527797,7.03E-01,1006,48603,8.61E-01
P2388,0.012189496,7.04E-01,1006,48603,8.62E-01
P2389,-0.006222376,7.05E-01,1006,48603,8.62E-01
P2390,0.015811188,7.05E-01,1006,48603,8.62E-01
P2391,0.004028624,7.06E-01,1006,48603,8.63E-01
P2392,0.009219124,7.06E-01,1006,48603,8.63E-01
P2393,-0.005045809,7.06E-01,1006,48603,8.63E-01
P2394,-0.004108642,7.07E-01,1006,48603,8.63E-01
P2395,-0.00604716,7.07E-01,1006,48603,8.63E-01
P2396,0.010384238,7.09E-01,1006,48603,8.65E-01
P2397,0.018936722,7.11E-01,1006,48603,8.67E-01
P2398,0.005387171,7.11E-01,1006,48603,8.67E-01
P2399,0.01493262,7.12E-01,1006,48603,8.67E-01
P2400,0.00952618,7.12E-01,1006,48603,8.67E-01
P2401,-0.003476389,7.13E-01,1006,48603,8.68E-01
P2402,-0.011299342,7.13E-01,1006,48603,8.68E-01
P2403,-0.007268798,7.14E-01,1006,48603,8.69E-01
P2404,0.004564891,7.14E-01,1006,48603,8.69E-01
P2405,0.010092747,7.15E-01,1006,48603,8.69E-01
P2406,0.006466793,7.16E-01,1006,48603,8.69E-01
P2407,0.010624572,7.16E-01,1006,48603,8.69E-01
P2408,0.007035273,7.16E-01,1006,48603,8.69E-01
P2409,0.003403528,7.17E-01,1006,48603,8.70E-01
P2410,0.00636149,7.18E-01,1006,48603,8.70E-01
P2411,-0.007060864,7.18E-01,1006,48603,8.70E-01
P2412,-0.006865227,7.18E-01,1006,48603,8.71E-01
P2413,-0.004297127,7.19E-01,1006,48603,8.71E-01
P2414,0.008420357,7.22E-01,1006,48603,8.71E-01
P2415,-0.00392326,7.23E-01,1006,48603,8.71E-01
P2416,0.005457708,7.24E-01,1006,48603,8.71E-01
P2417,0.012733185,7.22E-01,1006,48603,8.71E-01
P2418,-0.006098814,7.21E-01,1006,48603,8.71E-01
P2419,0.005967289,7.23E-01,1006,48603,8.71E-01
P2420,0.014054015,7.23E-01,1006,48603,8.71E-01
P2421,0.01124779,7.22E-01,1006,48603,8.71E-01
P2422,-0.009600517,7.21E-01,1006,48603,8.71E-01
P2423,-0.005024564,7.24E-01,1006,48603,8.71E-01
P2424,0.004662538,7.24E-01,1006,48603,8.71E-01
P2425,-0.009400775,7.23E-01,1006,48603,8.71E-01
P2426,-0.006035959,7.24E-01,1006,48603,8.71E-01
P2427,0.009887769,7.21E-01,1006,48603,8.71E-01
P2428,0.008747199,7.20E-01,1006,48603,8.71E-01
P2429,-0.008158026,7.24E-01,1006,48603,8.71E-01
P2430,-0.011098123,7.20E-01,1006,48603,8.71E-01
P2431,0.004568239,7.25E-01,1006,48603,8.72E-01
P2432,0.010832805,7.25E-01,1006,48603,8.72E-01
P2433,0.010053405,7.26E-01,1006,48603,8.72E-01
P2434,0.006168822,7.26E-01,1006,48603,8.72E-01
P2435,0.006607034,7.27E-01,1006,48603,8.73E-01
P2436,-0.005584185,7.27E-01,1006,48603,8.73E-01
P2437,-0.010222935,7.29E-01,1006,48603,8.74E-01
P2438,0.00321653,7.29E-01,1006,48603,8.74E-01
P2439,-0.005767332,7.31E-01,1006,48603,8.75E-01
P2440,0.014452546,7.31E-01,1006,48603,8.75E-01
P2441,-0.007598496,7.31E-01,1006,48603,8.75E-01
P2442,0.010921811,7.30E-01,1006,48603,8.75E-01
P2443,0.005159726,7.31E-01,1006,48603,8.75E-01
P2444,-0.00634467,7.32E-01,1006,48603,8.75E-01
P2445,0.005306398,7.33E-01,1006,48603,8.76E-01
P2446,-0.007090827,7.33E-01,1006,48603,8.76E-01
P2447,0.013596552,7.34E-01,1006,48603,8.76E-01
P2448,0.008090701,7.36E-01,1006,48603,8.77E-01
P2449,-0.008423507,7.36E-01,1006,48603,8.77E-01
P2450,-0.004915173,7.35E-01,1006,48603,8.77E-01
P2451,-0.007349718,7.35E-01,1006,48603,8.77E-01
P2452,-0.004798354,7.35E-01,1006,48603,8.77E-01
P2453,0.007348473,7.36E-01,1006,48603,8.77E-01
P2454,0.004638868,7.37E-01,1006,48603,8.77E-01
P2455,0.003179942,7.37E-01,1006,48603,8.77E-01
P2456,0.013520889,7.38E-01,1006,48603,8.78E-01
P2457,0.012495657,7.38E-01,1006,48603,8.78E-01
P2458,0.005758988,7.40E-01,1006,48603,8.79E-01
P2459,0.004497936,7.41E-01,1006,48603,8.80E-01
P2460,0.008919543,7.41E-01,1006,48603,8.80E-01
P2461,-0.004957488,7.41E-01,1006,48603,8.80E-01
P2462,-0.011999359,7.42E-01,1006,48603,8.80E-01
P2463,0.003967633,7.43E-01,1006,48603,8.82E-01
P2464,0.003635858,7.44E-01,1006,48603,8.83E-01
P2465,0.015278926,7.45E-01,1006,48603,8.83E-01
P2466,-0.010049265,7.45E-01,1006,48603,8.83E-01
P2467,0.014532037,7.46E-01,1006,48603,8.84E-01
P2468,0.005067157,7.47E-01,1006,48603,8.84E-01
P2469,-0.005102463,7.47E-01,1006,48603,8.84E-01
P2470,-0.008969259,7.47E-01,1006,48603,8.84E-01
P2471,0.012909607,7.49E-01,1006,48603,8.86E-01
P2472,0.009954848,7.50E-01,1006,48603,8.86E-01
P2473,-0.006761986,7.49E-01,1006,48603,8.86E-01
P2474,0.005464402,7.49E-01,1006,48603,8.86E-01
P2475,0.003784019,7.51E-01,1006,48603,8.86E-01
P2476,0.00502296,7.50E-01,1006,48603,8.86E-01
P2477,0.004483959,7.50E-01,1006,48603,8.86E-01
P2478,0.012988099,7.51E-01,1006,48603,8.86E-01
P2479,0.006914405,7.53E-01,1006,48603,8.88E-01
P2480,0.007766656,7.54E-01,1006,48603,8.88E-01
P2481,-0.005674933,7.54E-01,1006,48603,8.88E-01
P2482,-0.005373166,7.55E-01,1006,48603,8.88E-01
P2483,-0.00388424,7.55E-01,1006,48603,8.88E-01
P2484,0.00542631,7.55E-01,1006,48603,8.88E-01
P2485,0.00408081,7.54E-01,1006,48603,8.88E-01
P2486,0.002842115,7.56E-01,1006,48603,8.88E-01
P2487,-0.00326888,7.56E-01,1006,48603,8.89E-01
P2488,0.006590111,7.57E-01,1006,48603,8.89E-01
P2489,0.005871295,7.58E-01,1006,48603,8.90E-01
P2490,0.004812486,7.58E-01,1006,48603,8.90E-01
P2491,0.005274138,7.60E-01,1006,48603,8.91E-01
P2492,-0.00370563,7.60E-01,1006,48603,8.91E-01
P2493,0.003796781,7.62E-01,1006,48603,8.94E-01
P2494,-0.003850668,7.63E-01,1006,48603,8.94E-01
P2495,-0.003868319,7.63E-01,1006,48603,8.94E-01
P2496,0.005927079,7.63E-01,1006,48603,8.94E-01
P2497,-0.00488458,7.64E-01,1006,48603,8.94E-01
P2498,0.005931836,7.68E-01,1006,48603,8.95E-01
P2499,0.004785717,7.66E-01,1006,48603,8.95E-01
P2500,0.009394654,7.66E-01,1006,48603,8.95E-01
P2501,0.00464665,7.68E-01,1006,48603,8.95E-01
P2502,0.004834007,7.66E-01,1006,48603,8.95E-01
P2503,-0.003988773,7.68E-01,1006,48603,8.95E-01
P2504,-0.008714078,7.68E-01,1006,48603,8.95E-01
P2505,0.014736081,7.67E-01,1006,48603,8.95E-01
P2506,-0.007999134,7.69E-01,1006,48603,8.95E-01
P2507,0.004236431,7.69E-01,1006,48603,8.95E-01
P2508,0.007213033,7.65E-01,1006,48603,8.95E-01
P2509,-0.015187057,7.66E-01,1006,48603,8.95E-01
P2510,0.011779302,7.67E-01,1006,48603,8.95E-01
P2511,0.005270436,7.69E-01,1006,48603,8.95E-01
P2512,0.007589657,7.69E-01,1006,48603,8.95E-01
P2513,0.011355681,7.74E-01,1006,48603,8.96E-01
P2514,-0.002782491,7.72E-01,1006,48603,8.96E-01
P2515,0.005247385,7.74E-01,1006,48603,8.96E-01
P2516,-0.004210132,7.73E-01,1006,48603,8.96E-01
P2517,0.004736484,7.70E-01,1006,48603,8.96E-01
P2518,0.007022001,7.74E-01,1006,48603,8.96E-01
P2519,-0.005245655,7.74E-01,1006,48603,8.96E-01
P2520,-0.010139986,7.74E-01,1006,48603,8.96E-01
P2521,0.006686848,7.74E-01,1006,48603,8.96E-01
P2522,0.009529471,7.73E-01,1006,48603,8.96E-01
P2523,0.015562418,7.72E-01,1006,48603,8.96E-01
P2524,0.005040282,7.71E-01,1006,48603,8.96E-01
P2525,0.004866852,7.73E-01,1006,48603,8.96E-01
P2526,0.006662506,7.71E-01,1006,48603,8.96E-01
P2527,-0.00266286,7.76E-01,1006,48603,8.98E-01
P2528,-0.003958803,7.79E-01,1006,48603,9.01E-01
P2529,-0.004798678,7.81E-01,1006,48603,9.03E-01
P2530,0.012283811,7.82E-01,1006,48603,9.03E-01
P2531,0.004286794,7.82E-01,1006,48603,9.03E-01
P2532,-0.004697157,7.83E-01,1006,48603,9.03E-01
P2533,0.005474917,7.83E-01,1006,48603,9.03E-01
P2534,0.006010303,7.84E-01,1006,48603,9.04E-01
P2535,-0.011251657,7.84E-01,1006,48603,9.04E-01
P2536,-0.006957732,7.84E-01,1006,48603,9.04E-01
P2537,-0.005606812,7.85E-01,1006,48603,9.04E-01
P2538,0.002857875,7.87E-01,1006,48603,9.07E-01
P2539,-0.003628871,7.88E-01,1006,48603,9.07E-01
P2540,0.001874368,7.88E-01,1006,48603,9.07E-01
P2541,-0.00450574,7.89E-01,1006,48603,9.08E-01
P2542,0.002510016,7.89E-01,1006,48603,9.08E-01
P2543,0.004101495,7.91E-01,1006,48603,9.09E-01
P2544,0.006566532,7.92E-01,1006,48603,9.09E-01
P2545,-0.002783383,7.92E-01,1006,48603,9.09E-01
P2546,0.007077436,7.92E-01,1006,48603,9.09E-01
P2547,0.004245867,7.92E-01,1006,48603,9.09E-01
P2548,0.003466167,7.92E-01,1006,48603,9.09E-01
P2549,-0.003080077,7.93E-01,1006,48603,9.10E-01
P2550,-0.007687749,7.94E-01,1006,48603,9.10E-01
P2551,0.010830255,7.94E-01,1006,48603,9.10E-01
P2552,-0.002925538,7.94E-01,1006,48603,9.10E-01
P2553,-0.005182964,7.99E-01,1006,48603,9.11E-01
P2554,-0.008526321,7.99E-01,1006,48603,9.11E-01
P2555,0.007105475,8.00E-01,1006,48603,9.11E-01
P2556,-0.004845782,8.00E-01,1006,48603,9.11E-01
P2557,-0.004659545,7.97E-01,1006,48603,9.11E-01
P2558,0.010331637,7.97E-01,1006,48603,9.11E-01
P2559,0.003863425,7.99E-01,1006,48603,9.11E-01
P2560,-0.00227885,7.96E-01,1006,48603,9.11E-01
P2561,0.007088635,7.97E-01,1006,48603,9.11E-01
P2562,0.002787059,7.98E-01,1006,48603,9.11E-01
P2563,-0.003066777,8.00E-01,1006,48603,9.11E-01
P2564,0.004380909,8.00E-01,1006,48603,9.11E-01
P2565,0.004955625,7.96E-01,1006,48603,9.11E-01
P2566,0.003245909,8.01E-01,1006,48603,9.13E-01
P2567,0.004787106,8.02E-01,1006,48603,9.13E-01
P2568,-0.005165688,8.02E-01,1006,48603,9.13E-01
P2569,0.009640457,8.04E-01,1006,48603,9.15E-01
P2570,-0.00481175,8.04E-01,1006,48603,9.15E-01
P2571,0.006038147,8.05E-01,1006,48603,9.15E-01
P2572,0.002766965,8.05E-01,1006,48603,9.15E-01
P2573,0.010090531,8.05E-01,1006,48603,9.15E-01
P2574,-0.003521396,8.06E-01,1006,48603,9.15E-01
P2575,0.004121943,8.06E-01,1006,48603,9.15E-01
P2576,-0.00289685,8.07E-01,1006,48603,9.15E-01
P2577,0.004746635,8.06E-01,1006,48603,9.15E-01
P2578,0.006053904,8.07E-01,1006,48603,9.16E-01
P2579,-0.004693726,8.08E-01,1006,48603,9.16E-01
P2580,0.003708679,8.09E-01,1006,48603,9.16E-01
P2581,-0.007697446,8.10E-01,1006,48603,9.17E-01
P2582,0.00637292,8.10E-01,1006,48603,9.17E-01
P2583,-0.004911002,8.12E-01,1006,48603,9.18E-01
P2584,0.003405664,8.12E-01,1006,48603,9.18E-01
P2585,-0.00781642,8.12E-01,1006,48603,9.18E-01
P2586,0.006038737,8.13E-01,1006,48603,9.19E-01
P2587,0.002937561,8.13E-01,1006,48603,9.19E-01
P2588,0.004497371,8.14E-01,1006,48603,9.19E-01
P2589,0.005747428,8.16E-01,1006,48603,9.19E-01
P2590,-0.002316986,8.14E-01,1006,48603,9.19E-01
P2591,-0.003654112,8.15E-01,1006,48603,9.19E-01
P2592,-0.002419996,8.15E-01,1006,48603,9.19E-01
P2593,0.003527555,8.15E-01,1006,48603,9.19E-01
P2594,0.004249461,8.17E-01,1006,48603,9.21E-01
P2595,0.005046256,8.19E-01,1006,48603,9.22E-01
P2596,0.002184592,8.19E-01,1006,48603,9.22E-01
P2597,-0.004138069,8.19E-01,1006,48603,9.22E-01
P2598,-0.003576358,8.20E-01,1006,48603,9.23E-01
P2599,-0.003125464,8.21E-01,1006,48603,9.23E-01
P2600,0.004976338,8.22E-01,1006,48603,9.24E-01
P2601,-0.004538472,8.22E-01,1006,48603,9.24E-01
P2602,0.002942257,8.22E-01,1006,48603,9.24E-01
P2603,0.00556282,8.23E-01,1006,48603,9.24E-01
P2604,0.001880086,8.24E-01,1006,48603,9.25E-01
P2605,0.005525365,8.24E-01,1006,48603,9.25E-01
P2606,0.003390441,8.25E-01,1006,48603,9.25E-01
P2607,0.00639086,8.26E-01,1006,48603,9.25E-01
P2608,0.007055222,8.26E-01,1006,48603,9.25E-01
P2609,0.00367494,8.28E-01,1006,48603,9.26E-01
P2610,-0.005179372,8.29E-01,1006,48603,9.26E-01
P2611,0.002752206,8.29E-01,1006,48603,9.26E-01
P2612,-0.005999607,8.27E-01,1006,48603,9.26E-01
P2613,0.013405165,8.28E-01,1006,48603,9.26E-01
P2614,0.005182216,8.29E-01,1006,48603,9.26E-01
P2615,0.007383474,8.27E-01,1006,48603,9.26E-01
P2616,0.00530118,8.29E-01,1006,48603,9.26E-01
P2617,0.003748304,8.27E-01,1006,48603,9.26E-01
P2618,0.005848332,8.27E-01,1006,48603,9.26E-01
P2619,-0.00276459,8.30E-01,1006,48603,9.26E-01
P2620,0.008398707,8.30E-01,1006,48603,9.26E-01
P2621,0.005756823,8.31E-01,1006,48603,9.26E-01
P2622,-0.003704698,8.31E-01,1006,48603,9.26E-01
P2623,0.003210787,8.31E-01,1006,48603,9.26E-01
P2624,0.002473502,8.32E-01,1006,48603,9.27E-01
P2625,0.008088759,8.33E-01,1006,48603,9.27E-01
P2626,-0.003920278,8.33E-01,1006,48603,9.27E-01
P2627,0.003001629,8.33E-01,1006,48603,9.27E-01
P2628,-0.003783431,8.33E-01,1006,48603,9.27E-01
P2629,-0.003938744,8.36E-01,1006,48603,9.30E-01
P2630,-0.013634791,8.38E-01,1006,48603,9.31E-01
P2631,0.001938685,8.38E-01,1006,48603,9.31E-01
P2632,0.002258703,8.38E-01,1006,48603,9.31E-01
P2633,-0.004283729,8.40E-01,1006,48603,9.32E-01
P2634,0.006056618,8.41E-01,1006,48603,9.32E-01
P2635,-0.002809248,8.40E-01,1006,48603,9.32E-01
P2636,-0.004494596,8.40E-01,1006,48603,9.32E-01
P2637,0.003147033,8.45E-01,1006,48603,9.32E-01
P2638,0.004757098,8.42E-01,1006,48603,9.32E-01
P2639,0.006676449,8.43E-01,1006,48603,9.32E-01
P2640,-0.005232025,8.44E-01,1006,48603,9.32E-01
P2641,0.005050015,8.46E-01,1006,48603,9.32E-01
P2642,0.002331089,8.46E-01,1006,48603,9.32E-01
P2643,0.003290883,8.43E-01,1006,48603,9.32E-01
P2644,0.002513332,8.46E-01,1006,48603,9.32E-01
P2645,-0.002738791,8.44E-01,1006,48603,9.32E-01
P2646,-0.004098434,8.43E-01,1006,48603,9.32E-01
P2647,-0.002546036,8.45E-01,1006,48603,9.32E-01
P2648,-0.003780653,8.44E-01,1006,48603,9.32E-01
P2649,-0.003385981,8.45E-01,1006,48603,9.32E-01
P2650,-0.00391144,8.45E-01,1006,48603,9.32E-01
P2651,-0.002288616,8.45E-01,1006,48603,9.32E-01
P2652,0.001650245,8.45E-01,1006,48603,9.32E-01
P2653,0.004024302,8.48E-01,1006,48603,9.34E-01
P2654,-0.004600406,8.48E-01,1006,48603,9.34E-01
P2655,0.002378942,8.49E-01,1006,48603,9.34E-01
P2656,-0.002053294,8.49E-01,1006,48603,9.34E-01
P2657,-0.00365598,8.50E-01,1006,48603,9.34E-01
P2658,0.004309274,8.50E-01,1006,48603,9.34E-01
P2659,0.012285456,8.51E-01,1006,48603,9.35E-01
P2660,0.005357068,8.51E-01,1006,48603,9.35E-01
P2661,0.002947268,8.51E-01,1006,48603,9.35E-01
P2662,0.002936009,8.52E-01,1006,48603,9.35E-01
P2663,0.001537757,8.52E-01,1006,48603,9.35E-01
P2664,0.002826696,8.53E-01,1006,48603,9.35E-01
P2665,0.00471333,8.53E-01,1006,48603,9.35E-01
P2666,-0.002366432,8.54E-01,1006,48603,9.35E-01
P2667,0.00452967,8.54E-01,1006,48603,9.35E-01
P2668,0.006618454,8.54E-01,1006,48603,9.35E-01
P2669,0.006611746,8.54E-01,1006,48603,9.36E-01
P2670,-0.008128281,8.55E-01,1006,48603,9.36E-01
P2671,-0.004463532,8.55E-01,1006,48603,9.36E-01
P2672,0.005492176,8.57E-01,1006,48603,9.37E-01
P2673,0.003958289,8.57E-01,1006,48603,9.37E-01
P2674,-0.002399289,8.58E-01,1006,48603,9.38E-01
P2675,0.002978092,8.59E-01,1006,48603,9.39E-01
P2676,0.003220076,8.60E-01,1006,48603,9.39E-01
P2677,0.006643149,8.61E-01,1006,48603,9.40E-01
P2678,-0.002235522,8.61E-01,1006,48603,9.40E-01
P2679,0.008665111,8.63E-01,1006,48603,9.41E-01
P2680,0.003061294,8.63E-01,1006,48603,9.41E-01
P2681,-0.002577086,8.63E-01,1006,48603,9.41E-01
P2682,0.003047526,8.64E-01,1006,48603,9.41E-01
P2683,-0.002338247,8.65E-01,1006,48603,9.42E-01
P2684,-0.001896192,8.66E-01,1006,48603,9.43E-01
P2685,0.005351555,8.66E-01,1006,48603,9.43E-01
P2686,0.00309318,8.67E-01,1006,48603,9.44E-01
P2687,0.001395274,8.68E-01,1006,48603,9.45E-01
P2688,-0.004213543,8.71E-01,1006,48603,9.47E-01
P2689,0.00507917,8.71E-01,1006,48603,9.47E-01
P2690,-0.001413161,8.72E-01,1006,48603,9.48E-01
P2691,-0.001768028,8.73E-01,1006,48603,9.48E-01
P2692,0.003836856,8.73E-01,1006,48603,9.48E-01
P2693,-0.001483879,8.74E-01,1006,48603,9.48E-01
P2694,-0.002385773,8.76E-01,1006,48603,9.50E-01
P2695,-0.002219084,8.78E-01,1006,48603,9.52E-01
P2696,0.002558263,8.78E-01,1006,48603,9.52E-01
P2697,-0.002602621,8.80E-01,1006,48603,9.53E-01
P2698,0.003712851,8.80E-01,1006,48603,9.53E-01
P2699,-0.001412674,8.81E-01,1006,48603,9.53E-01
P2700,-0.003055547,8.79E-01,1006,48603,9.53E-01
P2701,0.001449209,8.81E-01,1006,48603,9.53E-01
P2702,0.003501868,8.81E-01,1006,48603,9.53E-01
P2703,-0.004085287,8.81E-01,1006,48603,9.53E-01
P2704,-0.001285009,8.82E-01,1006,48603,9.53E-01
P2705,-0.00165561,8.83E-01,1006,48603,9.53E-01
P2706,0.001939902,8.83E-01,1006,48603,9.53E-01
P2707,0.003088996,8.85E-01,1006,48603,9.54E-01
P2708,0.005276786,8.84E-01,1006,48603,9.54E-01
P2709,0.003728521,8.85E-01,1006,48603,9.54E-01
P2710,0.003013225,8.84E-01,1006,48603,9.54E-01
P2711,0.001262448,8.85E-01,1006,48603,9.55E-01
P2712,0.003836096,8.86E-01,1006,48603,9.55E-01
P2713,0.00296322,8.87E-01,1006,48603,9.55E-01
P2714,0.002036514,8.87E-01,1006,48603,9.55E-01
P2715,0.004323784,8.89E-01,1006,48603,9.55E-01
P2716,0.000970349,8.88E-01,1006,48603,9.55E-01
P2717,-0.00197629,8.88E-01,1006,48603,9.55E-01
P2718,-0.001187259,8.90E-01,1006,48603,9.55E-01
P2719,-0.002807666,8.90E-01,1006,48603,9.55E-01
P2720,0.002909469,8.88E-01,1006,48603,9.55E-01
P2721,-0.001223583,8.89E-01,1006,48603,9.55E-01
P2722,0.006778096,8.89E-01,1006,48603,9.55E-01
P2723,0.002329929,8.90E-01,1006,48603,9.55E-01
P2724,0.005730919,8.90E-01,1006,48603,9.55E-01
P2725,0.002564084,8.91E-01,1006,48603,9.56E-01
P2726,0.006621956,8.93E-01,1006,48603,9.56E-01
P2727,0.00277313,8.93E-01,1006,48603,9.56E-01
P2728,0.001979509,8.92E-01,1006,48603,9.56E-01
P2729,0.0031256,8.92E-01,1006,48603,9.56E-01
P2730,-0.002430648,8.92E-01,1006,48603,9.56E-01
P2731,-0.002796141,8.93E-01,1006,48603,9.56E-01
P2732,-0.002695533,8.94E-01,1006,48603,9.56E-01
P2733,-0.001573115,8.94E-01,1006,48603,9.57E-01
P2734,-0.003182593,8.96E-01,1006,48603,9.58E-01
P2735,0.002594793,8.96E-01,1006,48603,9.58E-01
P2736,-0.003461862,8.96E-01,1006,48603,9.58E-01
P2737,0.003197034,8.97E-01,1006,48603,9.58E-01
P2738,-0.003360219,8.97E-01,1006,48603,9.58E-01
P2739,0.001454609,8.97E-01,1006,48603,9.58E-01
P2740,0.002064419,8.98E-01,1006,48603,9.58E-01
P2741,-0.001574222,9.00E-01,1006,48603,9.59E-01
P2742,-0.001397142,9.00E-01,1006,48603,9.59E-01
P2743,-0.001779672,9.00E-01,1006,48603,9.59E-01
P2744,-0.001419687,9.00E-01,1006,48603,9.59E-01
P2745,0.004628782,9.00E-01,1006,48603,9.59E-01
P2746,0.002657316,9.01E-01,1006,48603,9.59E-01
P2747,0.002642735,9.01E-01,1006,48603,9.59E-01
P2748,0.005193626,9.03E-01,1006,48603,9.60E-01
P2749,0.00453053,9.04E-01,1006,48603,9.61E-01
P2750,0.045645691,9.09E-01,1006,48603,9.62E-01
P2751,0.003504259,9.17E-01,1006,48603,9.62E-01
P2752,-0.001513127,9.11E-01,1006,48603,9.62E-01
P2753,-0.001739413,9.16E-01,1006,48603,9.62E-01
P2754,-0.001377471,9.08E-01,1006,48603,9.62E-01
P2755,0.002468483,9.10E-01,1006,48603,9.62E-01
P2756,0.002573484,9.18E-01,1006,48603,9.62E-01
P2757,0.001266605,9.15E-01,1006,48603,9.62E-01
P2758,-0.001023536,9.07E-01,1006,48603,9.62E-01
P2759,0.004602409,9.07E-01,1006,48603,9.62E-01
P2760,0.002105894,9.11E-01,1006,48603,9.62E-01
P2761,-0.003123715,9.16E-01,1006,48603,9.62E-01
P2762,-0.000965912,9.08E-01,1006,48603,9.62E-01
P2763,0.001043254,9.08E-01,1006,48603,9.62E-01
P2764,0.00314648,9.18E-01,1006,48603,9.62E-01
P2765,0.002181699,9.06E-01,1006,48603,9.62E-01
P2766,0.003198022,9.16E-01,1006,48603,9.62E-01
P2767,0.004362214,9.12E-01,1006,48603,9.62E-01
P2768,0.002415376,9.13E-01,1006,48603,9.62E-01
P2769,-0.001518429,9.15E-01,1006,48603,9.62E-01
P2770,0.002956561,9.15E-01,1006,48603,9.62E-01
P2771,0.001322457,9.14E-01,1006,48603,9.62E-01
P2772,0.004014152,9.17E-01,1006,48603,9.62E-01
P2773,0.002552,9.11E-01,1006,48603,9.62E-01
P2774,-0.001687043,9.14E-01,1006,48603,9.62E-01
P2775,-0.002170792,9.17E-01,1006,48603,9.62E-01
P2776,0.001110532,9.14E-01,1006,48603,9.62E-01
P2777,0.001507578,9.10E-01,1006,48603,9.62E-01
P2778,0.003233018,9.13E-01,1006,48603,9.62E-01
P2779,-0.001025097,9.06E-01,1006,48603,9.62E-01
P2780,-0.003152666,9.15E-01,1006,48603,9.62E-01
P2781,0.002359811,9.08E-01,1006,48603,9.62E-01
P2782,0.002570543,9.17E-01,1006,48603,9.62E-01
P2783,-0.001900004,9.09E-01,1006,48603,9.62E-01
P2784,0.001489914,9.16E-01,1006,48603,9.62E-01
P2785,0.002823267,9.16E-01,1006,48603,9.62E-01
P2786,-0.001104062,9.09E-01,1006,48603,9.62E-01
P2787,0.002008438,9.09E-01,1006,48603,9.62E-01
P2788,-0.002828041,9.09E-01,1006,48603,9.62E-01
P2789,-0.002520156,9.10E-01,1006,48603,9.62E-01
P2790,0.002264965,9.19E-01,1006,48603,9.63E-01
P2791,-0.00092817,9.20E-01,1006,48603,9.63E-01
P2792,0.003280272,9.21E-01,1006,48603,9.63E-01
